STATE,CLASS,GENDER,AGE,PAID
11.0,6.0,1.0,84,4831.97
6.0,6.0,0.0,84,4476.68
11.0,1.0,1.0,84,4076.88
4.0,6.0,1.0,84,3740.21
1.0,1.0,1.0,84,3596.5
11.0,6.0,1.0,84,3043.0
3.0,1.0,1.0,84,2606.03
1.0,0.0,1.0,84,2589.5
12.0,6.0,0.0,84,2528.13
2.0,15.0,1.0,84,2501.97
11.0,1.0,1.0,84,2322.72
11.0,0.0,1.0,84,2133.62
3.0,1.0,1.0,84,1944.45
4.0,1.0,1.0,84,1879.54
8.0,0.0,0.0,84,1522.65
10.0,6.0,0.0,84,1491.69
6.0,6.0,0.0,84,1485.52
8.0,6.0,0.0,84,1472.05
0.0,15.0,1.0,84,1314.4
11.0,15.0,0.0,84,1223.3
11.0,6.0,1.0,84,1106.86
3.0,1.0,1.0,84,1032.14
3.0,1.0,0.0,84,1015.62
11.0,1.0,0.0,84,953.72
1.0,1.0,0.0,84,937.96
5.0,1.0,1.0,84,906.62
12.0,6.0,1.0,84,836.78
1.0,6.0,1.0,84,820.64
0.0,6.0,1.0,84,774.87
6.0,6.0,0.0,84,696.57
6.0,6.0,0.0,84,687.56
1.0,1.0,0.0,84,685.88
11.0,6.0,1.0,84,581.7
11.0,6.0,1.0,84,570.89
11.0,0.0,0.0,84,548.94
3.0,15.0,1.0,84,522.75
3.0,1.0,1.0,84,517.97
2.0,1.0,1.0,84,504.46
10.0,0.0,1.0,84,491.4
11.0,1.0,1.0,84,479.0
11.0,6.0,0.0,84,462.17
0.0,6.0,1.0,84,451.53
5.0,3.0,1.0,84,426.19
1.0,15.0,1.0,84,403.61
11.0,6.0,0.0,84,398.95
11.0,6.0,0.0,84,393.0
1.0,1.0,1.0,84,368.32
1.0,6.0,0.0,84,363.75
11.0,6.0,1.0,84,359.44
1.0,1.0,1.0,84,356.07
8.0,6.0,1.0,84,343.25
11.0,1.0,1.0,84,340.03
11.0,1.0,1.0,84,339.51
3.0,1.0,1.0,84,305.69
3.0,1.0,0.0,84,288.3
10.0,6.0,0.0,84,266.8
9.0,6.0,1.0,84,224.6
1.0,6.0,0.0,84,186.97
4.0,6.0,1.0,84,143.7
6.0,15.0,0.0,84,125.0
3.0,6.0,1.0,83,12124.64
11.0,0.0,1.0,83,11051.5
3.0,1.0,0.0,83,11043.09
8.0,6.0,1.0,83,8324.07
1.0,1.0,1.0,83,7885.15
11.0,14.0,0.0,83,7834.57
12.0,1.0,1.0,83,7415.03
11.0,1.0,1.0,83,6180.88
11.0,1.0,0.0,83,4369.38
11.0,0.0,0.0,83,3992.63
11.0,1.0,0.0,83,3651.67
11.0,6.0,0.0,83,3634.26
2.0,1.0,0.0,83,3599.2
11.0,6.0,1.0,83,3505.61
2.0,1.0,1.0,83,3112.89
11.0,6.0,1.0,83,3092.83
8.0,3.0,0.0,83,2683.16
11.0,1.0,0.0,83,2606.0
11.0,6.0,1.0,83,2520.0
1.0,1.0,1.0,83,2500.0
11.0,6.0,1.0,83,2460.3
3.0,1.0,1.0,83,2253.16
11.0,6.0,0.0,83,2229.05
11.0,1.0,0.0,83,2130.6
3.0,15.0,1.0,83,2049.0
11.0,6.0,1.0,83,1994.56
11.0,1.0,1.0,83,1921.22
11.0,6.0,1.0,83,1701.82
11.0,0.0,1.0,83,1472.87
11.0,1.0,1.0,83,1468.48
11.0,1.0,1.0,83,1444.89
5.0,6.0,1.0,83,1392.52
12.0,1.0,0.0,83,1368.76
12.0,6.0,1.0,83,1346.36
12.0,1.0,0.0,83,1335.27
11.0,0.0,0.0,83,1304.64
3.0,14.0,1.0,83,1275.0
12.0,1.0,0.0,83,1264.87
11.0,6.0,0.0,83,1231.08
9.0,1.0,1.0,83,1073.61
4.0,6.0,1.0,83,1028.87
11.0,6.0,0.0,83,997.05
11.0,0.0,1.0,83,944.7
11.0,6.0,0.0,83,910.68
2.0,1.0,1.0,83,904.68
11.0,6.0,0.0,83,872.18
11.0,6.0,1.0,83,868.69
12.0,1.0,1.0,83,801.39
11.0,1.0,1.0,83,772.23
8.0,6.0,1.0,83,764.1
11.0,6.0,1.0,83,730.53
11.0,1.0,1.0,83,714.55
0.0,15.0,1.0,83,708.92
3.0,1.0,1.0,83,701.82
11.0,6.0,1.0,83,688.67
11.0,1.0,1.0,83,685.59
1.0,15.0,1.0,83,640.86
11.0,6.0,1.0,83,596.0
11.0,6.0,1.0,83,565.39
11.0,1.0,1.0,83,557.57
11.0,6.0,1.0,83,549.96
4.0,6.0,1.0,83,515.0
11.0,1.0,1.0,83,505.0
3.0,1.0,1.0,83,495.48
5.0,6.0,0.0,83,461.84
1.0,1.0,1.0,83,456.56
1.0,1.0,0.0,83,447.66
3.0,1.0,1.0,83,362.63
11.0,0.0,1.0,83,359.41
11.0,15.0,1.0,83,358.47
10.0,6.0,1.0,83,358.46
1.0,6.0,0.0,83,354.29
1.0,14.0,1.0,83,354.27
11.0,6.0,0.0,83,332.84
1.0,0.0,1.0,83,331.59
11.0,1.0,1.0,83,322.41
11.0,6.0,1.0,83,264.6
12.0,6.0,1.0,83,262.81
1.0,0.0,0.0,83,250.0
1.0,6.0,0.0,83,244.11
10.0,0.0,0.0,83,226.41
11.0,6.0,0.0,83,119.98
11.0,6.0,0.0,83,53.7
11.0,6.0,1.0,82,9619.48
1.0,15.0,0.0,82,9377.82
4.0,0.0,0.0,82,7487.11
11.0,6.0,0.0,82,7444.98
4.0,6.0,1.0,82,6621.64
11.0,6.0,0.0,82,6460.23
11.0,6.0,1.0,82,6282.92
2.0,6.0,0.0,82,5871.55
11.0,6.0,1.0,82,5792.79
3.0,13.0,0.0,82,5748.28
1.0,6.0,1.0,82,5540.07
3.0,0.0,1.0,82,5390.83
1.0,6.0,0.0,82,4318.67
11.0,3.0,1.0,82,4218.09
11.0,0.0,0.0,82,4173.63
9.0,1.0,1.0,82,4043.46
11.0,6.0,1.0,82,3367.26
4.0,6.0,1.0,82,3234.22
11.0,1.0,1.0,82,3118.5
8.0,6.0,0.0,82,3023.0
0.0,6.0,1.0,82,2983.48
8.0,6.0,0.0,82,2815.14
11.0,1.0,1.0,82,2495.8
11.0,6.0,0.0,82,2362.89
10.0,1.0,0.0,82,2288.0
11.0,1.0,0.0,82,2007.78
5.0,6.0,0.0,82,1936.69
1.0,6.0,1.0,82,1816.41
12.0,6.0,0.0,82,1595.67
1.0,1.0,0.0,82,1553.53
0.0,15.0,1.0,82,1500.0
8.0,6.0,1.0,82,1463.34
11.0,0.0,0.0,82,1441.76
11.0,1.0,1.0,82,1388.48
10.0,6.0,1.0,82,1384.13
1.0,6.0,0.0,82,1298.89
1.0,1.0,0.0,82,1278.84
11.0,1.0,1.0,82,1176.97
11.0,6.0,1.0,82,1139.6
3.0,1.0,0.0,82,1113.15
10.0,13.0,1.0,82,1111.55
5.0,1.0,1.0,82,1061.67
2.0,6.0,1.0,82,1061.34
11.0,6.0,0.0,82,1039.33
11.0,1.0,1.0,82,1029.0
1.0,1.0,1.0,82,1007.6
11.0,6.0,1.0,82,1000.0
1.0,6.0,0.0,82,958.34
1.0,1.0,1.0,82,952.05
11.0,1.0,1.0,82,921.93
3.0,1.0,0.0,82,870.19
3.0,6.0,0.0,82,821.81
11.0,6.0,1.0,82,806.61
12.0,6.0,0.0,82,761.19
11.0,6.0,1.0,82,746.89
3.0,1.0,1.0,82,733.99
11.0,1.0,1.0,82,724.77
11.0,1.0,0.0,82,713.42
6.0,1.0,0.0,82,688.55
11.0,6.0,0.0,82,688.3
3.0,1.0,1.0,82,685.13
1.0,6.0,1.0,82,644.87
2.0,6.0,0.0,82,640.85
1.0,6.0,0.0,82,638.2
11.0,6.0,0.0,82,618.13
12.0,1.0,1.0,82,595.65
3.0,13.0,0.0,82,512.28
11.0,0.0,0.0,82,507.31
4.0,1.0,1.0,82,502.28
5.0,1.0,0.0,82,489.86
11.0,6.0,0.0,82,489.1
11.0,6.0,0.0,82,485.66
11.0,15.0,1.0,82,443.1
10.0,15.0,1.0,82,420.14
11.0,6.0,0.0,82,411.9
11.0,6.0,0.0,82,293.75
12.0,6.0,0.0,82,257.41
12.0,6.0,0.0,82,248.86
2.0,1.0,1.0,82,189.84
1.0,6.0,0.0,82,188.61
4.0,6.0,1.0,82,152.41
12.0,1.0,1.0,82,150.01
1.0,1.0,0.0,82,117.4
11.0,0.0,1.0,82,68.0
3.0,1.0,1.0,82,42.32
1.0,0.0,1.0,81,12714.43
11.0,6.0,1.0,81,10116.07
11.0,15.0,1.0,81,9704.25
1.0,3.0,1.0,81,8523.02
4.0,6.0,1.0,81,7063.08
12.0,0.0,0.0,81,5881.62
3.0,1.0,0.0,81,4962.54
7.0,6.0,0.0,81,4635.0
11.0,6.0,1.0,81,4516.61
12.0,1.0,0.0,81,4387.11
4.0,6.0,0.0,81,4288.59
11.0,6.0,1.0,81,4098.25
11.0,6.0,0.0,81,3334.19
11.0,6.0,1.0,81,3076.32
11.0,6.0,0.0,81,2866.99
5.0,6.0,1.0,81,2786.21
4.0,1.0,0.0,81,2679.55
11.0,6.0,0.0,81,2591.51
11.0,6.0,1.0,81,2500.0
11.0,6.0,1.0,81,2440.38
11.0,1.0,0.0,81,2425.0
11.0,1.0,0.0,81,2330.0
11.0,6.0,1.0,81,2266.0
4.0,6.0,0.0,81,2203.94
11.0,6.0,0.0,81,2186.7
12.0,1.0,0.0,81,2144.46
11.0,1.0,1.0,81,1972.9
3.0,1.0,1.0,81,1949.14
12.0,6.0,0.0,81,1887.98
11.0,6.0,1.0,81,1852.5
11.0,6.0,1.0,81,1834.35
4.0,3.0,1.0,81,1765.83
11.0,6.0,1.0,81,1722.82
11.0,6.0,1.0,81,1705.0
2.0,1.0,1.0,81,1699.52
11.0,6.0,0.0,81,1595.28
11.0,6.0,1.0,81,1539.07
12.0,6.0,1.0,81,1494.41
6.0,0.0,1.0,81,1476.43
1.0,6.0,0.0,81,1465.95
11.0,6.0,0.0,81,1460.96
11.0,6.0,0.0,81,1460.2
11.0,1.0,1.0,81,1458.13
3.0,1.0,1.0,81,1371.66
1.0,1.0,1.0,81,1370.45
3.0,1.0,0.0,81,1349.86
3.0,1.0,1.0,81,1327.24
11.0,6.0,0.0,81,1256.02
5.0,6.0,0.0,81,1253.41
11.0,6.0,1.0,81,1216.32
0.0,6.0,1.0,81,1172.96
11.0,15.0,1.0,81,1119.52
3.0,1.0,0.0,81,1115.91
8.0,6.0,1.0,81,1077.66
1.0,6.0,1.0,81,1072.24
1.0,1.0,1.0,81,1064.77
1.0,0.0,1.0,81,1051.47
2.0,1.0,1.0,81,1025.02
1.0,6.0,0.0,81,1018.5
11.0,1.0,1.0,81,990.07
0.0,14.0,1.0,81,988.75
11.0,1.0,1.0,81,987.73
6.0,6.0,0.0,81,987.0
11.0,1.0,0.0,81,966.85
11.0,6.0,0.0,81,961.55
2.0,6.0,1.0,81,924.61
4.0,1.0,0.0,81,904.84
11.0,6.0,0.0,81,887.04
2.0,15.0,1.0,81,856.26
0.0,1.0,1.0,81,853.88
11.0,6.0,0.0,81,822.2
11.0,0.0,1.0,81,782.44
1.0,1.0,0.0,81,729.32
11.0,6.0,0.0,81,706.22
11.0,0.0,0.0,81,700.0
3.0,1.0,1.0,81,699.49
12.0,15.0,0.0,81,677.76
10.0,0.0,1.0,81,646.17
1.0,1.0,1.0,81,629.84
11.0,1.0,0.0,81,604.75
1.0,1.0,1.0,81,601.23
11.0,1.0,0.0,81,596.32
3.0,6.0,0.0,81,563.78
11.0,6.0,0.0,81,563.58
2.0,1.0,1.0,81,527.81
1.0,15.0,1.0,81,500.37
11.0,3.0,1.0,81,492.56
11.0,1.0,1.0,81,477.96
3.0,1.0,1.0,81,459.0
10.0,15.0,1.0,81,414.34
2.0,1.0,1.0,81,408.9
3.0,1.0,0.0,81,407.66
12.0,6.0,1.0,81,397.99
2.0,1.0,0.0,81,397.51
11.0,1.0,0.0,81,380.0
10.0,0.0,1.0,81,377.36
1.0,1.0,0.0,81,368.93
11.0,6.0,1.0,81,356.25
11.0,1.0,0.0,81,329.98
11.0,0.0,1.0,81,319.67
11.0,6.0,0.0,81,317.56
9.0,0.0,1.0,81,309.39
4.0,6.0,1.0,81,297.49
11.0,6.0,0.0,81,294.84
12.0,6.0,1.0,81,279.1
11.0,3.0,0.0,81,244.4
2.0,1.0,0.0,81,201.81
11.0,6.0,0.0,81,200.0
3.0,15.0,1.0,81,196.0
12.0,15.0,1.0,81,176.07
6.0,15.0,0.0,81,169.5
11.0,1.0,1.0,81,161.43
12.0,15.0,0.0,81,154.75
7.0,1.0,1.0,81,146.11
11.0,6.0,1.0,81,79.59
11.0,6.0,1.0,80,28083.99
11.0,6.0,1.0,80,15566.84
11.0,1.0,0.0,80,13193.1
2.0,6.0,0.0,80,9811.3
1.0,15.0,0.0,80,8493.76
11.0,1.0,1.0,80,6132.24
11.0,6.0,1.0,80,5037.9
2.0,1.0,1.0,80,4885.08
11.0,6.0,0.0,80,3978.09
11.0,6.0,0.0,80,3846.07
12.0,15.0,1.0,80,3809.83
4.0,0.0,1.0,80,3334.21
1.0,1.0,1.0,80,3222.66
2.0,1.0,0.0,80,2997.83
10.0,15.0,1.0,80,2750.0
1.0,6.0,1.0,80,2607.81
9.0,1.0,1.0,80,2511.41
12.0,1.0,1.0,80,2254.87
11.0,6.0,1.0,80,2179.51
9.0,6.0,0.0,80,2149.17
11.0,6.0,1.0,80,1975.0
12.0,6.0,0.0,80,1897.85
1.0,6.0,1.0,80,1857.92
11.0,6.0,0.0,80,1697.72
0.0,15.0,1.0,80,1619.1
1.0,1.0,0.0,80,1513.56
3.0,1.0,0.0,80,1500.65
5.0,6.0,1.0,80,1488.14
11.0,1.0,1.0,80,1442.94
11.0,6.0,1.0,80,1437.68
11.0,6.0,1.0,80,1350.04
3.0,6.0,0.0,80,1237.06
10.0,6.0,1.0,80,1200.0
11.0,6.0,1.0,80,1122.33
1.0,15.0,1.0,80,1113.38
11.0,0.0,1.0,80,1082.25
4.0,6.0,0.0,80,1059.58
12.0,1.0,1.0,80,1037.14
10.0,6.0,0.0,80,1000.03
12.0,1.0,1.0,80,957.72
8.0,1.0,0.0,80,954.6
10.0,15.0,1.0,80,953.15
8.0,6.0,1.0,80,917.88
1.0,6.0,1.0,80,903.93
1.0,1.0,1.0,80,870.6
11.0,6.0,0.0,80,860.34
11.0,6.0,1.0,80,849.68
0.0,6.0,0.0,80,846.97
1.0,6.0,1.0,80,842.8
1.0,6.0,0.0,80,818.55
6.0,1.0,1.0,80,787.62
3.0,6.0,1.0,80,783.6
12.0,15.0,0.0,80,766.4
12.0,1.0,0.0,80,743.42
2.0,0.0,1.0,80,706.58
11.0,6.0,0.0,80,703.76
1.0,6.0,0.0,80,677.88
1.0,0.0,0.0,80,673.76
11.0,6.0,0.0,80,663.17
11.0,1.0,1.0,80,640.4
1.0,15.0,1.0,80,633.48
10.0,15.0,1.0,80,619.06
0.0,13.0,0.0,80,605.43
5.0,6.0,0.0,80,600.0
4.0,5.0,1.0,80,544.9
11.0,6.0,0.0,80,497.35
1.0,1.0,0.0,80,465.45
11.0,6.0,1.0,80,454.65
4.0,3.0,0.0,80,419.18
3.0,1.0,0.0,80,408.73
11.0,6.0,0.0,80,399.29
11.0,1.0,1.0,80,371.6
11.0,6.0,1.0,80,370.79
12.0,1.0,0.0,80,366.19
2.0,1.0,0.0,80,342.08
2.0,1.0,1.0,80,312.58
11.0,1.0,1.0,80,308.7
12.0,1.0,1.0,80,298.62
1.0,1.0,1.0,80,220.0
11.0,6.0,1.0,80,220.0
8.0,6.0,1.0,80,208.85
1.0,6.0,0.0,80,206.05
11.0,6.0,1.0,80,189.06
11.0,1.0,0.0,80,175.0
11.0,6.0,1.0,80,160.2
12.0,1.0,0.0,80,133.75
11.0,5.0,1.0,80,130.94
11.0,0.0,0.0,80,105.5
11.0,6.0,1.0,80,81.24
11.0,6.0,0.0,80,75.0
1.0,6.0,1.0,80,65.84
11.0,6.0,0.0,80,35.45
1.0,6.0,1.0,80,35.0
8.0,3.0,0.0,80,25.0
11.0,14.0,1.0,79,23015.61
8.0,0.0,0.0,79,9526.8
8.0,6.0,0.0,79,8323.31
11.0,6.0,1.0,79,7085.35
11.0,0.0,0.0,79,6857.5
11.0,0.0,0.0,79,6751.49
3.0,1.0,1.0,79,6419.37
12.0,6.0,0.0,79,6291.84
6.0,15.0,1.0,79,5999.42
11.0,6.0,1.0,79,5601.33
11.0,6.0,1.0,79,5502.07
11.0,6.0,0.0,79,5262.48
11.0,6.0,1.0,79,4921.14
11.0,1.0,1.0,79,4904.64
10.0,6.0,1.0,79,4096.58
1.0,1.0,1.0,79,3749.91
1.0,0.0,1.0,79,3708.88
10.0,15.0,1.0,79,3471.25
11.0,6.0,1.0,79,3334.65
11.0,6.0,0.0,79,3126.33
11.0,1.0,0.0,79,3009.29
11.0,0.0,1.0,79,2458.07
3.0,6.0,1.0,79,2425.62
4.0,0.0,1.0,79,2360.95
11.0,6.0,1.0,79,2360.87
11.0,6.0,1.0,79,2173.7
1.0,1.0,1.0,79,2011.26
11.0,15.0,1.0,79,1954.97
3.0,1.0,0.0,79,1937.14
4.0,0.0,0.0,79,1764.25
11.0,6.0,0.0,79,1755.95
0.0,15.0,1.0,79,1724.86
12.0,15.0,1.0,79,1690.5
3.0,1.0,1.0,79,1614.0
12.0,1.0,0.0,79,1515.02
11.0,6.0,0.0,79,1445.35
3.0,1.0,1.0,79,1443.65
12.0,1.0,1.0,79,1433.45
10.0,0.0,1.0,79,1404.12
11.0,6.0,0.0,79,1288.76
11.0,6.0,0.0,79,1279.43
11.0,1.0,1.0,79,1271.81
1.0,6.0,1.0,79,1250.0
12.0,6.0,1.0,79,1176.91
11.0,0.0,1.0,79,1170.56
11.0,6.0,1.0,79,1160.63
11.0,6.0,1.0,79,1113.92
3.0,6.0,0.0,79,1098.37
11.0,6.0,1.0,79,1051.93
11.0,6.0,1.0,79,1048.32
11.0,6.0,0.0,79,998.28
11.0,1.0,1.0,79,987.19
11.0,6.0,0.0,79,959.81
12.0,1.0,0.0,79,928.81
3.0,1.0,0.0,79,914.62
1.0,1.0,0.0,79,897.41
11.0,6.0,0.0,79,891.44
11.0,6.0,0.0,79,853.46
11.0,3.0,1.0,79,830.26
